Duration,Credit_Amount,Installment_Rate,Residence_Since,Age,Existing_Credits,Liable_People,Class,Debt_To_Income_Ratio,Status_Checking_Account_A12,Status_Checking_Account_A13,Status_Checking_Account_A14,Credit_History_A31,Credit_History_A32,Credit_History_A33,Credit_History_A34,Purpose_A41,Purpose_A410,Purpose_A42,Purpose_A43,Purpose_A44,Purpose_A45,Purpose_A46,Purpose_A48,Purpose_A49,Savings_Account_Bonds_A62,Savings_Account_Bonds_A63,Savings_Account_Bonds_A64,Savings_Account_Bonds_A65,Employment_Since_A72,Employment_Since_A73,Employment_Since_A74,Employment_Since_A75,Personal_Status_Sex_A92,Personal_Status_Sex_A93,Personal_Status_Sex_A94,Other_Debtors_Guarantors_A102,Other_Debtors_Guarantors_A103,Property_A122,Property_A123,Property_A124,Other_Installment_Plans_A142,Other_Installment_Plans_A143,Housing_A152,Housing_A153,Job_A172,Job_A173,Job_A174,Telephone_A192,Foreign_Worker_A202,Age_Group_Adult,Age_Group_Middle_Aged,Age_Group_Senior
-1.2364778603818776,-0.7451314133870967,0.9184771676276685,4,2.7664564848025224,1.0270789116578085,-0.4282895663715403,Good,0.17694785678114117,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True
2.2481943623946683,0.9498167893630399,-0.8701833340815202,2,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,Bad,-0.28490097651225305,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
-0.738667542842371,-0.4165624079606273,-0.8701833340815202,3,1.1833123146987072,-0.7049259983890862,2.3348689263480744,Good,0.04549543966029259,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False
1.7503840448551617,1.634246939825297,-0.8701833340815202,4,0.8315024991200816,-0.7049259983890862,2.3348689263480744,Good,0.13023336144067424,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False
0.2569530922366421,0.5666635047179338,0.024146916773074168,4,1.5351221302773328,1.0270789116578085,2.3348689263480744,Bad,0.2296374619907373,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1.2525737273156552,2.0500090146529657,-0.8701833340815202,4,-0.048022039826482336,-0.7049259983890862,2.3348689263480744,Good,0.5464993489900276,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False
0.2569530922366421,-0.1546287563854807,0.024146916773074168,4,1.5351221302773328,-0.7049259983890862,-0.4282895663715403,Good,-0.32306020090373905,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False
1.2525737273156552,1.3031968307979807,-0.8701833340815202,2,-0.048022039826482336,-0.7049259983890862,-0.4282895663715403,Good,0.16499763704288214,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False
-0.738667542842371,-0.07523344115837269,-0.8701833340815202,4,2.238741761434584,-0.7049259983890862,-0.4282895663715403,Good,0.5685891491122639,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True
0.7547634097761486,0.6956808919619843,0.9184771676276685,2,-0.6636892170890771,1.0270789116578085,-0.4282895663715403,Bad,0.04419177932520987,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False
